sgpa,attendance_rate,quiz_avg,assignment_rate,login_frequency,consecutive_absences,mood_score,late_submission_rate,help_seeking_ratio,peer_interaction_score,material_access_rate,attendance_trend,quiz_score_trend,login_frequency_trend,submission_time_ratio,sgpa_delta,risk_velocity,weekly_checkin_streak,attendance_quiz_combined,sgpa_absence_combined,submission_mood_combined,department,faculty,level,semester,status
2.04,0.575,0.472,0.437,0.61,2,0.116,0.183,0.477,0.408,0.264,-0.041,0.29,0.029,0.323,0.44,-0.1211,0.105,0.26,0.05,0.0,Nursing,FBMS,100,1,GS
3.37,0.675,0.774,0.752,0.628,1,0.484,0.123,0.379,0.697,0.778,0.003,0.471,0.046,0.621,-0.15,0.07,0.379,0.523,0.0,0.383,Accounting,FAMSS,200,2,GS
3.58,0.863,0.642,0.72,0.987,1,0.564,0.407,0.503,0.594,0.023,0.294,-0.15,-0.031,0.943,0.1,0.032,0.354,0.453,0.0,0.203,Computer Engineering,FNAS,100,1,GS
2.67,0.242,0.422,0.607,0.509,1,0.668,0.428,0.111,0.37,0.429,0.368,0.244,-0.054,0.573,-0.02,0.023,0.587,0.185,0.028,0.32,Business Administration,FAMSS,200,1,GS
2.8,0.123,0.226,0.194,0.141,1,0.597,0.286,0.594,0.834,0.134,-0.185,-0.006,0.0,0.199,-0.27,-0.0073,0.606,0.177,0.096,0.346,Software Engineering,FNAS,100,1,GS
1.64,0.633,0.419,0.253,0.307,0,0.553,0.087,0.239,0.705,0.772,-0.03,0.036,0.058,0.334,0.22,-0.0243,0.416,0.173,0.101,0.631,Software Engineering,FNAS,200,2,GS
2.42,0.343,0.528,0.69,0.447,3,0.26,0.178,0.552,0.352,0.603,0.108,-0.344,0.187,0.316,-0.13,0.053,0.062,0.186,0.128,0.282,Cybersecurity,FNAS,100,2,GS
1.96,0.819,0.815,0.711,0.736,1,0.54,0.407,0.0,0.262,0.163,-0.246,0.241,-0.276,0.739,-0.62,0.0571,0.403,0.586,0.046,0.333,Estate Management,FES,400,1,NGS
3.39,0.819,0.315,0.433,0.365,1,0.507,0.16,0.764,0.28,0.542,0.037,-0.139,0.013,0.407,-0.15,-0.0265,0.326,0.242,0.0,0.333,History and International Relations,FAMSS,100,1,GS
2.8,0.862,0.463,0.608,0.776,0,0.323,0.422,0.176,0.719,0.797,0.113,0.25,0.124,0.949,0.64,0.008,0.923,0.355,0.034,0.333,Public Health,FBMS,300,2,GS
2.11,0.617,0.763,0.67,0.776,1,0.59,0.192,0.252,0.357,0.648,0.0,0.066,-0.058,0.472,0.14,-0.1141,0.4,0.485,0.0,0.463,Software Engineering,FNAS,100,1,GS
2.74,0.267,0.359,0.161,0.065,1,0.373,0.284,0.702,0.335,0.466,-0.139,0.201,0.042,0.374,-0.19,-0.0433,0.079,0.012,0.052,0.333,Computer Science,FNAS,100,1,GS
3.63,0.613,0.76,0.884,0.582,2,0.641,0.277,0.328,0.51,0.333,0.105,-0.065,0.157,0.553,0.48,0.0944,0.573,0.321,0.0,0.565,Accounting,FAMSS,100,1,GS
1.93,0.53,0.59,0.633,0.592,1,0.367,0.488,0.723,0.123,0.864,0.35,0.268,0.136,0.686,0.35,-0.0355,0.318,0.529,0.125,0.106,Cybersecurity,FNAS,300,1,GS
2.02,0.493,0.519,0.701,0.44,0,0.28,0.142,0.427,0.0,0.586,-0.024,0.03,0.231,0.632,0.38,-0.0048,0.597,0.519,0.0,0.178,Computer Science,FNAS,200,1,GS
2.36,0.139,0.362,0.562,0.118,4,0.61,0.251,0.435,0.127,0.176,-0.088,0.387,0.169,0.358,0.67,-0.0904,0.798,0.143,0.137,0.481,Physics and Electronics,FNAS,200,2,GS
2.36,0.581,0.862,0.613,0.664,0,0.425,0.173,0.246,0.427,0.436,-0.114,0.029,-0.08,0.948,0.56,-0.0427,0.163,0.672,0.0,0.412,Architecture,FES,100,1,GS
3.33,0.645,0.59,0.593,0.633,0,0.483,0.328,0.526,0.03,0.641,0.078,0.007,-0.143,0.56,0.08,-0.0682,0.805,0.378,0.0,0.234,Health Information Management,FBMS,300,1,GS
1.81,0.266,0.152,0.345,0.211,3,0.418,0.619,0.286,0.089,0.254,-0.155,-0.29,-0.285,0.239,0.27,0.0257,0.318,0.0,0.305,0.313,Estate Management,FES,100,2,NGS
2.39,0.923,0.823,0.948,0.917,0,0.393,0.03,0.29,0.718,0.634,0.103,0.293,0.258,0.823,0.24,-0.1092,0.042,0.744,0.0,0.294,Industrial Chemistry,FNAS,400,2,GS
2.9,0.142,0.316,0.08,0.348,2,0.325,0.398,0.0,0.044,0.343,-0.082,0.114,-0.161,0.192,-0.14,-0.0105,0.479,0.0,0.067,0.16,Information Technology,FNAS,100,1,GS
2.63,0.745,0.68,0.74,0.524,0,0.472,0.381,0.18,0.613,0.463,-0.1,0.303,0.094,0.409,-0.15,-0.0449,0.134,0.582,0.0,0.312,Computer Science,FNAS,200,2,GS
3.21,0.277,0.69,0.583,0.418,1,0.696,0.318,0.292,0.393,0.701,0.292,-0.088,-0.265,0.719,-0.27,-0.1139,0.38,0.307,0.0,0.666,Criminology and Security Studies,FAMSS,200,1,GS
3.02,0.435,0.728,0.393,0.54,0,0.665,0.289,0.102,0.505,0.956,0.144,0.255,0.038,0.423,0.07,0.0374,0.217,0.229,0.0,0.151,English and Communication,FAMSS,100,1,GS
3.32,0.475,0.342,0.407,0.177,1,0.663,0.074,0.371,0.414,1.0,0.065,-0.125,-0.131,0.559,0.34,-0.0051,0.424,0.284,0.0,0.655,History and International Relations,FAMSS,300,1,GS
3.11,0.536,0.202,0.629,0.514,1,0.577,0.184,0.368,0.414,0.736,-0.026,0.152,-0.127,0.272,0.07,-0.0119,0.494,0.191,0.094,0.505,Health Information Management,FBMS,100,1,GS
1.44,0.328,0.755,0.422,0.362,0,0.374,0.0,0.71,1.0,0.348,0.117,-0.026,0.087,0.49,-0.17,0.0177,0.346,0.28,0.0,0.457,Biochemistry,FNAS,100,1,GS
2.91,0.808,0.929,0.627,0.43,0,0.554,0.167,0.636,0.428,0.518,0.081,0.09,0.033,0.905,0.17,-0.0803,0.589,0.79,0.062,0.52,Industrial Chemistry,FNAS,200,2,GS
1.42,0.468,0.205,0.475,0.631,1,0.397,0.405,0.435,0.318,0.408,0.115,-0.012,0.195,0.232,-0.14,0.0439,0.464,0.113,0.02,0.329,Architecture,FES,100,2,NGS
4.44,0.66,0.577,0.498,0.621,0,0.836,0.252,0.393,0.814,0.56,-0.179,0.153,0.278,0.685,-0.09,-0.0637,0.225,0.254,0.0,0.494,Biochemistry,FNAS,200,1,GS
3.69,0.34,0.566,0.594,0.783,0,0.627,0.325,0.415,0.586,0.358,0.117,-0.147,0.121,0.616,0.71,-0.0973,0.582,0.091,0.0,0.458,Business Administration,FAMSS,200,2,GS
2.93,0.71,0.649,0.703,0.441,1,0.549,0.03,0.823,0.003,0.123,0.165,-0.195,-0.026,0.764,0.13,0.0299,0.263,0.328,0.0,0.611,Business Administration,FAMSS,100,2,GS
3.83,0.711,0.707,0.605,0.526,1,0.631,0.471,0.401,0.508,0.663,-0.18,0.192,0.063,0.422,-0.19,-0.0653,0.384,0.403,0.026,0.347,Architecture,FES,100,2,GS
1.81,0.525,0.275,0.222,0.433,5,0.678,0.467,0.418,0.36,0.406,0.12,0.221,0.243,0.467,0.62,-0.01,0.667,0.0,0.388,0.192,Information Technology,FNAS,200,1,GS
3.36,0.774,0.948,0.953,0.941,2,0.529,0.179,0.195,0.535,0.786,0.267,-0.033,-0.039,0.597,0.38,0.008,0.705,0.616,0.0,0.68,Computer Engineering,FNAS,100,1,GS
2.32,0.504,0.224,0.279,0.545,2,0.45,0.222,0.482,0.232,0.589,-0.276,0.085,-0.195,0.451,0.15,0.0915,0.256,0.077,0.111,0.002,History and International Relations,FAMSS,200,2,GS
2.1,0.39,0.146,0.264,0.293,1,0.329,0.459,0.518,0.366,1.0,0.044,-0.063,0.112,0.296,0.42,-0.093,0.175,0.041,0.022,0.349,Computer Engineering,FNAS,200,1,GS
2.43,0.599,0.42,0.52,0.588,2,0.783,0.081,0.196,0.311,0.322,0.13,0.076,0.083,0.369,0.19,-0.1253,0.218,0.24,0.014,0.842,Information Technology,FNAS,200,2,GS
2.81,0.987,0.556,0.724,0.756,0,0.764,0.209,0.802,0.511,0.414,0.177,-0.174,0.068,0.68,0.05,0.0221,0.528,0.414,0.0,0.673,Biochemistry,FNAS,100,1,GS
3.34,0.598,0.434,0.454,0.554,1,0.607,0.334,0.212,0.075,0.602,0.008,0.0,0.095,0.583,-0.07,0.0035,0.321,0.177,0.0,0.316,History and International Relations,FAMSS,100,2,GS
2.43,0.728,0.791,0.734,0.739,1,0.263,0.32,0.655,0.76,0.689,-0.052,0.229,-0.087,0.413,-0.08,-0.048,0.239,0.597,0.179,0.011,Software Engineering,FNAS,100,2,GS
3.28,0.713,0.245,0.243,0.469,1,0.796,0.128,0.484,0.336,1.0,0.198,-0.01,0.293,0.352,0.06,-0.0207,0.351,0.105,0.005,0.723,Computer Science,FNAS,200,1,GS
1.66,0.359,0.511,0.528,0.637,1,0.202,0.387,0.211,0.089,0.0,-0.122,-0.069,-0.24,0.51,0.32,0.0283,0.25,0.394,0.096,0.139,Architecture,FES,100,1,NGS
2.01,0.244,0.362,0.33,0.561,5,0.268,0.074,0.47,0.5,0.169,-0.079,0.13,0.157,0.262,-0.13,-0.0352,0.635,0.114,0.197,0.366,English and Communication,FAMSS,100,2,GS
3.07,0.761,0.444,0.257,0.822,1,0.717,0.385,0.52,0.499,0.446,-0.122,-0.054,0.21,0.499,-0.02,-0.0256,0.467,0.251,0.0,0.417,Doctor of Physiotherapy,FBMS,100,1,GS
2.78,0.484,0.578,0.398,0.433,1,0.482,0.363,0.557,0.432,0.54,-0.248,0.056,0.044,0.307,-0.07,0.0074,0.179,0.275,0.095,0.124,Estate Management,FES,100,1,GS
1.58,0.583,0.601,0.408,0.125,1,0.332,0.115,0.289,0.429,0.306,0.225,-0.028,0.268,0.621,-0.34,0.0536,0.138,0.53,0.1,0.34,Economics,FAMSS,400,1,NGS
2.79,0.575,0.575,0.511,0.477,0,0.851,0.035,0.343,0.396,0.764,0.178,-0.12,0.037,0.119,-0.46,-0.0119,0.359,0.349,0.029,0.795,Computer Science,FNAS,400,2,GS
3.47,0.645,0.649,0.658,0.607,2,0.628,0.186,0.665,0.11,0.562,-0.151,0.178,0.276,0.715,-0.01,-0.0522,0.418,0.436,0.029,0.389,Computer Engineering,FNAS,200,1,GS
2.88,0.761,0.654,0.683,0.667,0,0.649,0.313,0.255,0.45,0.728,0.145,-0.084,0.012,0.713,-0.21,0.0166,0.541,0.494,0.019,0.498,Public Health,FBMS,200,2,GS
3.01,0.834,0.958,0.858,0.857,2,0.355,0.127,0.349,0.765,0.782,-0.116,0.347,0.18,0.83,0.06,0.0646,0.548,0.867,0.0,0.218,Quantity Surveying,FES,100,1,GS
2.69,0.539,0.472,0.666,0.413,1,0.858,0.171,0.549,0.802,0.987,0.153,0.35,0.188,0.495,0.3,0.0421,0.832,0.181,0.145,0.827,Computer Engineering,FNAS,100,2,GS
3.48,0.96,1.0,1.0,0.937,0,0.785,0.0,0.084,0.374,0.414,0.003,0.361,0.198,0.929,-0.03,-0.0082,1.0,0.94,0.096,0.747,Doctor of Physiotherapy,FBMS,600,1,GS
3.4,0.576,0.469,0.537,0.505,0,0.712,0.255,0.961,0.453,0.612,0.087,-0.028,0.076,0.954,0.46,0.1064,0.976,0.124,0.104,0.5,Accounting,FAMSS,200,2,GS
2.82,0.655,0.655,0.489,0.56,2,0.42,0.205,0.696,0.234,0.523,0.138,-0.057,0.131,0.156,-0.09,-0.0307,0.522,0.396,0.134,0.403,Biochemistry,FNAS,100,2,GS
1.16,0.605,0.706,0.61,0.492,2,0.441,0.181,0.01,0.405,0.703,-0.034,0.18,0.249,0.929,-0.43,0.0429,0.46,0.451,0.11,0.4,Quantity Surveying,FES,200,1,NGS
3.2,0.768,0.514,0.651,0.68,0,0.837,0.225,0.242,0.208,1.0,0.113,0.089,-0.156,0.669,-0.68,0.0662,0.049,0.323,0.046,0.832,Computer Science,FNAS,100,2,GS
2.12,0.722,0.624,0.936,0.619,2,0.401,0.439,0.267,0.742,0.515,-0.109,0.152,-0.081,0.629,-0.03,0.0052,0.65,0.439,0.024,0.227,Business Administration,FAMSS,100,2,GS
2.97,0.718,0.715,0.992,0.495,1,0.351,0.0,0.335,0.354,0.908,0.139,0.067,0.029,0.795,0.3,0.0202,0.112,0.36,0.0,0.181,Doctor of Physiotherapy,FBMS,100,1,GS
2.37,0.997,0.778,0.766,0.678,0,0.392,0.207,0.555,0.325,0.525,-0.129,0.043,0.272,0.778,-0.13,0.0042,0.105,0.857,0.0,0.122,Accounting,FAMSS,400,1,GS
3.59,0.879,0.676,0.791,0.585,1,0.84,0.03,0.495,0.687,0.858,0.097,-0.392,0.137,0.912,0.63,-0.0667,0.454,0.501,0.08,0.765,Nursing,FBMS,100,2,GS
1.55,0.223,0.0,0.31,0.039,2,0.112,0.073,0.081,0.306,0.169,0.033,-0.46,-0.212,0.351,-0.48,0.0624,0.053,0.017,0.07,0.137,Architecture,FES,200,2,NGS
2.83,0.395,0.215,0.352,0.356,2,0.642,0.243,0.282,0.533,0.426,0.026,0.039,-0.024,0.44,0.18,0.0285,0.27,0.28,0.032,0.428,Physics and Electronics,FNAS,100,2,GS
2.27,0.869,0.737,0.733,0.603,0,0.304,0.047,0.121,0.257,0.634,0.185,-0.119,0.02,0.31,0.22,-0.102,0.282,0.702,0.0,0.198,Quantity Surveying,FES,300,2,GS
3.8,0.322,0.33,0.632,0.305,0,0.39,0.285,0.476,0.179,0.773,0.211,0.106,0.233,0.457,0.42,-0.0984,0.314,0.126,0.0,0.318,Accounting,FAMSS,400,2,GS
1.66,0.46,0.35,0.408,0.161,0,0.719,0.404,0.17,0.41,0.554,0.356,0.202,0.012,0.621,0.15,-0.15,0.751,0.281,0.0,0.445,Business Administration,FAMSS,300,2,GS
3.02,0.559,0.7,0.687,0.762,0,0.48,0.377,0.0,0.597,0.775,0.085,0.088,0.138,0.617,-0.33,-0.0041,0.275,0.374,0.025,0.224,Software Engineering,FNAS,300,2,GS
3.54,0.689,0.575,0.64,0.774,0,0.699,0.309,0.667,0.137,0.911,0.109,0.204,-0.18,0.659,0.25,0.0602,0.518,0.481,0.0,0.494,Information Technology,FNAS,300,2,GS
2.32,0.702,0.771,0.822,0.675,0,0.731,0.376,0.702,0.351,0.452,0.057,0.263,0.438,0.698,-0.29,0.0082,0.037,0.602,0.036,0.566,Biochemistry,FNAS,100,2,GS
3.0,0.552,0.83,0.716,0.734,0,0.697,0.248,0.273,0.656,0.505,0.139,-0.148,0.051,0.939,-0.33,-0.0067,0.857,0.533,0.002,0.552,Accounting,FAMSS,300,1,GS
1.67,0.765,0.531,0.674,0.536,0,0.567,0.353,0.457,0.462,0.643,0.243,-0.183,0.195,0.886,-0.02,-0.0594,0.362,0.574,0.031,0.479,Business Administration,FAMSS,200,1,GS
2.69,0.679,0.889,0.964,0.53,1,1.0,0.0,0.551,0.619,0.548,0.086,0.089,0.156,0.666,0.01,0.0358,0.858,0.686,0.084,1.0,Estate Management,FES,100,1,GS
2.22,0.346,0.395,0.434,0.423,2,0.649,0.461,0.652,0.531,0.62,0.247,0.124,0.194,0.433,0.08,0.012,0.764,0.073,0.107,0.112,Business Administration,FAMSS,100,2,GS
3.5,0.733,0.607,0.775,0.551,1,0.742,0.237,0.196,0.501,0.478,-0.002,0.241,-0.081,0.63,-0.06,0.0408,0.445,0.429,0.0,0.617,Information Technology,FNAS,100,1,GS
1.5,0.541,0.506,0.618,0.401,3,0.699,0.0,0.233,0.224,0.454,-0.124,0.048,0.025,0.203,0.04,-0.0379,0.131,0.222,0.275,0.824,Biochemistry,FNAS,100,1,GS
1.61,0.274,0.444,0.529,0.428,2,0.304,0.563,0.0,0.405,0.4,-0.115,0.009,-0.076,0.469,-0.56,0.0958,0.072,0.144,0.122,0.0,Information Technology,FNAS,300,1,NGS
3.22,0.39,0.244,0.655,0.364,4,0.495,0.294,0.287,0.338,0.291,-0.083,-0.167,-0.067,0.287,0.31,0.0179,0.32,0.084,0.0,0.44,Computer Science,FNAS,200,1,GS
1.68,0.688,0.634,0.53,0.321,0,0.373,0.185,0.362,0.15,0.848,0.02,0.227,0.042,0.729,-0.04,-0.0054,0.112,0.533,0.0,0.285,Quantity Surveying,FES,400,2,GS
1.85,0.774,0.504,0.689,0.778,0,0.449,0.064,0.695,0.321,0.559,0.32,0.046,0.05,0.659,0.53,-0.0017,0.3,0.314,0.025,0.469,Doctor of Physiotherapy,FBMS,100,1,GS
2.39,0.625,0.449,0.656,0.523,0,0.516,0.193,0.402,0.664,0.608,0.05,-0.017,0.114,0.622,0.46,-0.0432,0.401,0.315,0.0,0.344,Industrial Chemistry,FNAS,300,2,GS
0.96,0.241,0.158,0.432,0.355,3,0.311,0.662,0.26,0.0,0.391,0.133,-0.221,0.011,0.469,0.18,0.0132,0.406,0.02,0.343,0.191,English and Communication,FAMSS,200,1,NGS
2.82,1.0,1.0,1.0,1.0,0,0.485,0.416,0.263,0.725,0.803,-0.042,0.254,0.177,1.0,-0.44,-0.0206,0.428,0.954,0.074,0.331,Nursing,FBMS,300,1,GS
3.05,0.907,0.846,0.778,0.661,0,0.512,0.214,0.352,1.0,0.898,0.173,0.303,-0.05,0.872,-0.04,-0.0076,0.349,0.824,0.0,0.589,Economics,FAMSS,200,2,GS
3.53,0.776,0.919,0.727,0.685,1,0.567,0.085,0.626,0.217,0.559,0.154,0.2,0.328,0.802,-0.13,-0.0386,0.542,0.737,0.047,0.451,Cybersecurity,FNAS,200,2,GS
3.38,0.744,0.771,0.857,0.863,0,0.742,0.0,0.837,0.171,0.892,0.179,0.323,-0.145,1.0,0.36,-0.0586,0.464,0.571,0.04,0.753,Information Technology,FNAS,400,1,GS
3.27,0.787,0.75,0.978,1.0,0,0.484,0.283,0.366,0.156,0.418,-0.018,0.142,0.094,0.754,0.43,-0.08,0.462,0.556,0.0,0.352,Economics,FAMSS,200,1,GS
3.99,0.885,0.592,0.907,0.673,0,0.77,0.193,0.249,0.0,0.603,-0.022,-0.006,-0.036,0.836,-0.0,-0.0347,0.204,0.477,0.0,0.342,Economics,FAMSS,300,2,GS
3.5,0.16,0.21,0.269,0.214,6,0.611,0.296,0.237,0.041,0.312,0.065,-0.105,-0.147,0.109,0.07,0.0135,0.367,0.0,0.025,0.368,Quantity Surveying,FES,400,1,GS
1.89,0.739,0.462,0.804,0.549,1,0.193,0.375,0.992,0.56,0.65,0.275,-0.018,-0.027,0.521,-0.04,0.0226,0.578,0.465,0.101,0.0,Cybersecurity,FNAS,400,2,GS
2.04,0.626,0.519,0.432,0.619,1,0.301,0.002,0.44,0.359,0.5,0.08,-0.391,0.024,0.47,0.14,-0.0124,0.86,0.213,0.085,0.289,English and Communication,FAMSS,300,1,GS
3.59,0.817,0.739,0.619,0.695,0,0.735,0.109,0.559,0.434,0.651,0.066,-0.036,0.001,0.756,0.62,-0.0204,0.239,0.5,0.037,0.669,Doctor of Physiotherapy,FBMS,300,2,GS
2.0,0.193,0.422,0.322,0.445,2,0.38,0.113,0.152,0.048,0.336,0.127,-0.315,-0.312,0.314,-0.19,0.0885,0.156,0.134,0.103,0.24,Quantity Surveying,FES,300,2,GS
2.84,0.857,0.619,0.704,0.718,0,0.486,0.185,0.651,0.462,0.603,0.293,-0.176,0.325,0.534,0.32,0.0197,0.492,0.544,0.028,0.192,Business Administration,FAMSS,400,2,GS
2.18,0.728,0.66,0.963,0.664,0,1.0,0.0,0.47,0.555,0.1,0.053,0.137,0.368,0.784,0.74,-0.0533,0.542,0.33,0.0,0.927,Industrial Chemistry,FNAS,200,1,GS
3.41,0.223,0.236,0.161,0.403,4,0.245,0.637,0.226,0.456,0.405,-0.181,0.051,0.062,0.258,-0.44,-0.0401,0.231,0.0,0.0,0.025,Doctor of Physiotherapy,FBMS,300,2,GS
1.97,0.476,0.247,0.428,0.195,4,0.59,0.258,0.0,0.745,0.626,0.175,0.084,0.251,0.352,-0.01,0.0178,0.226,0.0,0.216,0.549,Public Health,FBMS,200,2,GS
1.83,0.182,0.437,0.164,0.167,2,0.428,0.259,0.227,0.108,0.255,0.333,-0.132,-0.057,0.328,-0.31,-0.0028,0.378,0.0,0.134,0.285,Public Health,FBMS,100,1,NGS
1.92,0.624,0.383,0.497,0.707,1,0.569,0.138,0.44,0.072,0.628,0.088,0.191,-0.005,0.576,0.22,-0.0995,0.512,0.121,0.016,0.289,Computer Science,FNAS,100,1,GS
2.5,0.747,0.731,0.562,0.673,2,0.765,0.138,0.362,0.403,0.818,-0.013,0.398,0.271,0.512,-0.28,-0.0111,0.177,0.496,0.046,0.61,Biochemistry,FNAS,300,1,GS
2.6,0.522,0.7,0.467,0.689,0,0.421,0.03,0.451,0.364,0.74,-0.195,-0.117,-0.142,0.876,0.12,-0.0166,0.282,0.273,0.0,0.37,Health Information Management,FBMS,300,2,GS
2.01,0.989,0.877,0.907,0.866,0,0.334,0.0,0.193,0.44,0.85,0.17,0.102,-0.109,0.88,0.14,0.0563,0.374,0.806,0.0,0.45,Physics and Electronics,FNAS,400,1,GS
2.45,0.869,0.394,0.713,0.566,1,0.156,0.207,0.143,0.434,0.371,0.128,-0.136,-0.101,0.548,0.05,0.0245,0.569,0.288,0.081,0.21,Computer Science,FNAS,100,2,GS
2.64,0.533,0.797,0.671,0.712,3,0.757,0.103,0.601,0.19,0.24,0.072,0.016,0.107,0.568,-0.08,-0.0114,0.833,0.432,0.044,0.507,English and Communication,FAMSS,200,1,GS
4.1,0.813,0.514,0.511,0.576,0,0.347,0.284,0.647,0.292,0.517,0.091,0.005,-0.123,0.533,0.53,0.0329,0.906,0.458,0.024,0.165,Software Engineering,FNAS,300,2,GS
3.05,0.498,0.544,0.483,0.513,0,0.514,0.112,0.369,0.704,0.253,-0.054,0.031,-0.132,0.605,0.31,0.0363,0.482,0.358,0.0,0.562,Information Technology,FNAS,300,1,GS
2.95,0.705,0.704,0.542,0.448,1,0.792,0.162,0.052,0.563,0.362,-0.085,0.088,-0.238,0.442,0.13,-0.1104,0.443,0.558,0.061,0.7,Physics and Electronics,FNAS,300,1,GS
3.85,0.51,0.839,0.807,0.764,1,0.687,0.0,0.222,0.49,0.406,0.259,-0.048,-0.274,0.574,0.28,-0.0825,0.681,0.376,0.038,0.617,English and Communication,FAMSS,100,1,GS
2.57,0.77,0.434,0.565,0.55,1,0.385,0.429,0.703,0.399,0.43,0.475,0.362,0.045,0.557,0.51,0.0069,1.0,0.333,0.115,0.265,Computer Engineering,FNAS,100,2,GS
2.04,0.615,0.283,0.43,0.338,1,0.144,0.397,0.229,0.391,0.133,-0.309,-0.05,0.133,0.587,-0.01,0.0658,0.137,0.088,0.0,0.311,Doctor of Physiotherapy,FBMS,100,1,NGS
1.21,0.486,0.367,0.644,0.75,0,0.742,0.275,1.0,0.555,0.288,0.26,0.342,-0.016,0.455,-0.1,0.0028,0.142,0.215,0.083,0.556,Information Technology,FNAS,400,1,GS
2.43,0.917,0.529,0.808,0.644,0,0.717,0.192,0.572,0.591,0.446,0.057,0.11,0.216,0.836,0.09,-0.074,0.544,0.38,0.036,0.633,Accounting,FAMSS,400,2,GS
2.0,0.962,0.71,0.926,0.675,1,0.504,0.204,0.431,0.017,0.42,-0.042,0.255,0.087,0.802,-0.16,-0.1297,0.549,0.55,0.055,0.558,Physics and Electronics,FNAS,100,1,GS
1.63,0.573,0.381,0.664,0.463,1,0.451,0.0,0.34,0.156,0.482,0.066,-0.084,0.215,0.738,0.16,-0.012,0.508,0.243,0.117,0.662,Quantity Surveying,FES,200,1,GS
2.39,0.615,0.412,0.465,0.251,1,0.312,0.186,0.646,0.494,0.466,0.039,-0.008,0.186,0.607,0.18,0.0777,0.679,0.141,0.0,0.135,Accounting,FAMSS,300,2,GS
2.54,0.862,0.533,0.755,0.73,1,0.336,0.364,0.47,0.333,0.581,-0.159,-0.062,0.057,0.53,0.2,0.0041,0.569,0.219,0.0,0.252,Accounting,FAMSS,300,2,GS
2.53,0.734,0.556,0.595,0.442,0,1.0,0.028,0.497,0.566,0.645,0.089,-0.048,-0.062,0.59,-0.12,-0.0823,0.768,0.446,0.0,0.845,Architecture,FES,200,1,GS
4.07,0.695,0.611,0.358,0.64,0,0.884,0.03,0.512,0.0,1.0,0.052,0.047,0.315,0.388,-0.45,-0.0693,0.253,0.475,0.051,0.99,English and Communication,FAMSS,200,2,GS
1.92,0.272,0.694,0.429,0.312,0,0.342,0.327,0.37,0.117,0.45,0.11,-0.1,0.215,0.421,0.43,-0.0457,0.484,0.181,0.056,0.19,Estate Management,FES,100,2,GS
2.09,0.834,0.535,0.843,0.87,0,0.888,0.043,0.617,1.0,0.473,0.202,-0.082,-0.12,0.962,-0.73,0.0652,0.187,0.309,0.0,1.0,Software Engineering,FNAS,400,2,GS
1.64,0.658,0.529,0.731,0.228,1,0.45,0.015,0.278,0.175,0.561,-0.123,0.036,-0.063,0.415,-0.62,0.0221,0.28,0.367,0.0,0.325,Public Health,FBMS,200,1,NGS
3.06,0.984,1.0,1.0,0.837,0,0.481,0.03,0.577,0.635,0.76,0.04,0.103,0.22,0.88,-0.05,-0.0132,0.737,0.966,0.0,0.428,Computer Engineering,FNAS,300,2,GS
2.64,0.345,0.659,0.449,0.373,0,0.78,0.162,0.217,0.472,0.408,-0.086,0.19,0.292,0.242,0.08,0.0159,0.596,0.132,0.0,0.431,Doctor of Physiotherapy,FBMS,200,1,GS
1.98,0.415,0.307,0.588,0.589,2,0.689,0.284,0.389,0.487,0.518,0.021,0.034,-0.171,0.573,0.46,-0.0679,0.427,0.382,0.108,0.52,Mathematics,FNAS,400,2,GS
2.86,0.785,0.676,0.717,0.746,0,0.792,0.161,0.517,0.282,0.088,0.104,0.074,0.048,0.681,-0.04,0.0254,0.302,0.627,0.0,0.73,Quantity Surveying,FES,300,1,GS
2.68,0.748,0.695,0.693,0.528,0,0.973,0.29,0.607,0.561,0.693,0.201,0.187,0.01,0.309,0.05,-0.0578,0.469,0.569,0.0,0.844,Computer Science,FNAS,200,1,GS
2.74,0.677,0.652,0.694,0.654,2,0.444,0.103,0.281,0.507,0.225,-0.194,-0.037,-0.241,0.654,0.02,-0.0059,0.323,0.482,0.053,0.513,Industrial Chemistry,FNAS,100,2,GS
2.8,0.552,0.326,0.576,0.58,1,0.783,0.251,0.36,0.489,0.599,-0.108,0.065,-0.194,0.59,0.35,-0.1185,0.408,0.215,0.098,0.474,Mathematics,FNAS,300,1,GS
2.91,0.523,0.533,0.287,0.323,1,0.384,0.744,0.132,0.078,0.425,-0.017,-0.116,0.045,0.313,-0.16,0.0739,0.008,0.119,0.0,0.495,Business Administration,FAMSS,100,2,GS
2.77,0.959,1.0,1.0,0.909,0,0.319,0.435,0.785,0.529,0.219,-0.182,0.017,0.025,0.567,-0.18,-0.0899,0.389,0.91,0.0,0.0,Economics,FAMSS,200,2,GS
3.27,0.879,0.818,0.808,0.751,0,0.651,0.385,0.496,0.547,0.348,0.135,0.003,-0.161,0.763,0.17,-0.0887,0.498,0.671,0.068,0.355,Architecture,FES,100,2,GS
2.3,0.102,0.045,0.227,0.334,2,0.557,0.484,0.307,0.775,0.432,0.246,-0.032,0.249,0.016,-0.12,-0.0136,0.486,0.1,0.082,0.128,Nursing,FBMS,100,2,GS
3.07,0.572,0.587,0.46,0.523,2,0.744,0.35,0.48,0.841,0.574,-0.204,0.103,0.079,0.675,-0.11,-0.0681,0.547,0.452,0.0,0.596,History and International Relations,FAMSS,100,2,GS
